userName,score,at,content,Label,text_clean,text_StopWord,text_tokens,text_steamindo
unicorn cat,2,2023-08-14 15:47:47,"Secara jasa transportasi good,tp secara fasilitas dan keterangan dr status di gopay plus gak jelas. Ada fasilitas iklan promosi paylater,dll tp pas di klik eror,blm BS di gunakan blablabla.hehehe",Negatif,secara jasa transportasi goodtp secara fasilitas dan keterangan dr status di gopay plus gak jelas ada fasilitas iklan promosi paylaterdll tp pas di klik erorblm bs di gunakan blablablahehehe,jasa transportasi goodtp fasilitas keterangan dr status gopay plus gak fasilitas iklan promosi paylaterdll tp pas klik erorblm bs blablablahehehe,"['jasa', 'transportasi', 'goodtp', 'fasilitas', 'keterangan', 'dr', 'status', 'gopay', 'plus', 'gak', 'fasilitas', 'iklan', 'promosi', 'paylaterdll', 'tp', 'pas', 'klik', 'erorblm', 'bs', 'blablablahehehe']",jasa transportasi goodtp fasilitas terang dr status gopay plus gak fasilitas iklan promosi paylaterdll tp pas klik erorblm bs blablablahehehe
Jaya Firmansyah,2,2023-08-14 15:27:01,"Aplikasi ini lama2 kapitalis banget. Biaya2 tambahanya banyak banget, harga makanannya naik 50% dari harga asli. Sistem pemilihan ntuk driver pick up nya jg lama. Pesanan harus nunggu hampir satu jam. Pesanan gk bisa dicancel. keburu kelaperan orang nunggui pesanan doang.",Negatif,aplikasi ini lama kapitalis banget biaya tambahanya banyak banget harga makanannya naik  dari harga asli sistem pemilihan ntuk driver pick up nya jg lama pesanan harus nunggu hampir satu jam pesanan gk bisa dicancel keburu kelaperan orang nunggui pesanan doang,aplikasi kapitalis banget biaya tambahanya banget harga makanannya harga asli sistem pemilihan ntuk driver pick up nya jg pesanan nunggu jam pesanan gk dicancel keburu kelaperan orang nunggui pesanan doang,"['aplikasi', 'kapitalis', 'banget', 'biaya', 'tambahanya', 'banget', 'harga', 'makanannya', 'harga', 'asli', 'sistem', 'pemilihan', 'ntuk', 'driver', 'pick', 'up', 'nya', 'jg', 'pesanan', 'nunggu', 'jam', 'pesanan', 'gk', 'dicancel', 'keburu', 'kelaperan', 'orang', 'nunggui', 'pesanan', 'doang']",aplikasi kapitalis banget biaya tambahanya banget harga makan harga asli sistem pilih ntuk driver pick up nya jg pesan nunggu jam pesan gk dicancel keburu kelaperan orang nunggui pesan doang
Rere uno,1,2023-08-14 14:57:48,Udh mulai gak jelas. Yg tiba tiba paylater gk bisa di pake. Padahal gak pernah telat bayarnya. Kalian kan bisa cek history ya. Sumpah si kesel aja gtu. Trus pengaduan ke cs gojek bls selalu pake tamplate gak ada SOLUSI YG BENER. YG KERJA ROBOT.,Negatif,udh mulai gak jelas yg tiba tiba paylater gk bisa di pake padahal gak pernah telat bayarnya kalian kan bisa cek history ya sumpah si kesel aja gtu trus pengaduan ke cs gojek bls selalu pake tamplate gak ada solusi yg bener yg kerja robot,udh gak yg paylater gk pake gak telat bayarnya cek history ya sumpah si kesel aja gtu trus pengaduan cs gojek bls pake tamplate gak solusi yg bener yg kerja robot,"['udh', 'gak', 'yg', 'paylater', 'gk', 'pake', 'gak', 'telat', 'bayarnya', 'cek', 'history', 'ya', 'sumpah', 'si', 'kesel', 'aja', 'gtu', 'trus', 'pengaduan', 'cs', 'gojek', 'bls', 'pake', 'tamplate', 'gak', 'solusi', 'yg', 'bener', 'yg', 'kerja', 'robot']",udh gak yg paylater gk pake gak telat bayar cek history ya sumpah si kesel aja gtu trus adu cs gojek bls pake tamplate gak solusi yg bener yg kerja robot
Rosyana Herfiansyah,1,2023-08-14 14:20:17,Saya pengguna lama gojek saya mau bayar gopay pinjam tapi tidak bisa masuk terus ke fiturnya selalu keluar sendiri padahal saya mau bayar sesuai tanggal jatuh tempo kalau lewat saya yg kena denda kalau gini terus saya uninstal aja lah....! Kecewa saya selalu di rugikan,Negatif,saya pengguna lama gojek saya mau bayar gopay pinjam tapi tidak bisa masuk terus ke fiturnya selalu keluar sendiri padahal saya mau bayar sesuai tanggal jatuh tempo kalau lewat saya yg kena denda kalau gini terus saya uninstal aja lah kecewa saya selalu di rugikan,pengguna gojek bayar gopay pinjam masuk fiturnya bayar sesuai tanggal jatuh tempo yg kena denda gini uninstal aja kecewa rugikan,"['pengguna', 'gojek', 'bayar', 'gopay', 'pinjam', 'masuk', 'fiturnya', 'bayar', 'sesuai', 'tanggal', 'jatuh', 'tempo', 'yg', 'kena', 'denda', 'gini', 'uninstal', 'aja', 'kecewa', 'rugikan']",guna gojek bayar gopay pinjam masuk fiturnya bayar sesuai tanggal jatuh tempo yg kena denda gin uninstal aja kecewa rugi
Ancha DM,1,2023-08-14 13:29:35,"Pusat bantuan tidak memberi solusi yang cepat,,,,malah mutar2, chat sm robot. CS asli g muncul",Negatif,pusat bantuan tidak memberi solusi yang cepatmalah mutar chat sm robot cs asli g muncul,pusat bantuan solusi cepatmalah mutar chat sm robot cs asli g muncul,"['pusat', 'bantuan', 'solusi', 'cepatmalah', 'mutar', 'chat', 'sm', 'robot', 'cs', 'asli', 'g', 'muncul']",pusat bantu solusi cepatmalah mutar chat sm robot cs asli g muncul
ambar feny,5,2023-08-14 12:32:03,Sangat membantu sekali untuk perjalanan luar kota yang aman dan terjamin. Aplikasi bisa diakses di kota-kota kecil juga. Biaya kendaraan juga terjangkau.,Positif,sangat membantu sekali untuk perjalanan luar kota yang aman dan terjamin aplikasi bisa diakses di kotakota kecil juga biaya kendaraan juga terjangkau,membantu perjalanan kota aman terjamin aplikasi diakses kotakota biaya kendaraan terjangkau,"['membantu', 'perjalanan', 'kota', 'aman', 'terjamin', 'aplikasi', 'diakses', 'kotakota', 'biaya', 'kendaraan', 'terjangkau']",bantu jalan kota aman jamin aplikasi akses kotakota biaya kendara jangkau
Ibnu Khoirull,1,2023-08-14 12:18:46,"Kecewa si akun udah di upgrade berhasil dan pas mau transaksi suruh upgrade lagi padahal dh jelas"" berhasil di upgrade malah pas mau transaksi suruh upgrade lagi pas upgrade lagi malah no ID sudah di pakai di akun sebelumnya dh jelas2 tu akun yg pertama ,mana ada uangnya lagi di gopay, tolong lah ni apk jan bikin susah orang",Negatif,kecewa si akun udah di upgrade berhasil dan pas mau transaksi suruh upgrade lagi padahal dh jelas berhasil di upgrade malah pas mau transaksi suruh upgrade lagi pas upgrade lagi malah no id sudah di pakai di akun sebelumnya dh jelas tu akun yg pertama mana ada uangnya lagi di gopay tolong lah ni apk jan bikin susah orang,kecewa si akun udah upgrade berhasil pas transaksi suruh upgrade dh berhasil upgrade pas transaksi suruh upgrade pas upgrade no id pakai akun dh tu akun yg uangnya gopay tolong ni apk jan bikin susah orang,"['kecewa', 'si', 'akun', 'udah', 'upgrade', 'berhasil', 'pas', 'transaksi', 'suruh', 'upgrade', 'dh', 'berhasil', 'upgrade', 'pas', 'transaksi', 'suruh', 'upgrade', 'pas', 'upgrade', 'no', 'id', 'pakai', 'akun', 'dh', 'tu', 'akun', 'yg', 'uangnya', 'gopay', 'tolong', 'ni', 'apk', 'jan', 'bikin', 'susah', 'orang']",kecewa si akun udah upgrade hasil pas transaksi suruh upgrade dh hasil upgrade pas transaksi suruh upgrade pas upgrade no id pakai akun dh tu akun yg uang gopay tolong ni apk jan bikin susah orang
Taupik,5,2023-08-14 12:09:13,"Sangat mudah transaksi apapun dan tranfer jadi lebih gampang sangat membantu sekali,mesan kendaraan juga gampang",Positif,sangat mudah transaksi apapun dan tranfer jadi lebih gampang sangat membantu sekalimesan kendaraan juga gampang,mudah transaksi apapun tranfer gampang membantu sekalimesan kendaraan gampang,"['mudah', 'transaksi', 'apapun', 'tranfer', 'gampang', 'membantu', 'sekalimesan', 'kendaraan', 'gampang']",mudah transaksi apa tranfer gampang bantu sekalimesan kendara gampang
ardian yk,1,2023-08-14 11:51:37,"Ndak bisa pantau perjalanan pesanan gofood lewat peta,fitur ini dihilangkan di update terbaru, masih bagusan GRAB",Negatif,ndak bisa pantau perjalanan pesanan gofood lewat petafitur ini dihilangkan di update terbaru masih bagusan grab,ndak pantau perjalanan pesanan gofood petafitur dihilangkan update terbaru bagusan grab,"['ndak', 'pantau', 'perjalanan', 'pesanan', 'gofood', 'petafitur', 'dihilangkan', 'update', 'terbaru', 'bagusan', 'grab']",ndak pantau jalan pesan gofood petafitur hilang update baru bagus grab
Novri Patalala,1,2023-08-14 11:17:57,"Aplikasi sering error.. Saat top up kadang keterangan tidak ada koneksi, trnyata sdh tertop up..",Negatif,aplikasi sering error saat top up kadang keterangan tidak ada koneksi trnyata sdh tertop up,aplikasi error top up kadang keterangan koneksi trnyata sdh tertop up,"['aplikasi', 'error', 'top', 'up', 'kadang', 'keterangan', 'koneksi', 'trnyata', 'sdh', 'tertop', 'up']",aplikasi error top up kadang terang koneksi trnyata sdh top up
Haris Jamaluddin,2,2023-08-14 11:12:01,"Kepada pengelola aplikasi saya sebagai seller mengusulkan agar itu para kacung someday diberikan tambahan layanan instan 24 jam disebabkan kami susah sekali mendapatkan kacung pengiriman untuk jam sore dan menjelang malam dikarenakan kacung reguler lebih memilih layanan antar orang yg mengakibatkan sering tercancelnya pengiriman dari kami.haruskah kami mengalihkan pengiriman ke kacung lain dari aplikasi sebelah yg mempunyai layanan 7/24 jam dalam sehari, sekian usul saya dan terimakasih.",Negatif,kepada pengelola aplikasi saya sebagai seller mengusulkan agar itu para kacung someday diberikan tambahan layanan instan  jam disebabkan kami susah sekali mendapatkan kacung pengiriman untuk jam sore dan menjelang malam dikarenakan kacung reguler lebih memilih layanan antar orang yg mengakibatkan sering tercancelnya pengiriman dari kamiharuskah kami mengalihkan pengiriman ke kacung lain dari aplikasi sebelah yg mempunyai layanan  jam dalam sehari sekian usul saya dan terimakasih,pengelola aplikasi seller mengusulkan kacung someday tambahan layanan instan jam disebabkan susah kacung pengiriman jam sore menjelang malam kacung reguler memilih layanan orang yg mengakibatkan tercancelnya pengiriman kamiharuskah mengalihkan pengiriman kacung aplikasi sebelah yg layanan jam sehari sekian usul terimakasih,"['pengelola', 'aplikasi', 'seller', 'mengusulkan', 'kacung', 'someday', 'tambahan', 'layanan', 'instan', 'jam', 'disebabkan', 'susah', 'kacung', 'pengiriman', 'jam', 'sore', 'menjelang', 'malam', 'kacung', 'reguler', 'memilih', 'layanan', 'orang', 'yg', 'mengakibatkan', 'tercancelnya', 'pengiriman', 'kamiharuskah', 'mengalihkan', 'pengiriman', 'kacung', 'aplikasi', 'sebelah', 'yg', 'layanan', 'jam', 'sehari', 'sekian', 'usul', 'terimakasih']",kelola aplikasi seller usul kacung someday tambah layan instan jam sebab susah kacung kirim jam sore jelang malam kacung reguler pilih layan orang yg akibat tercancelnya kirim kamiharuskah alih kirim kacung aplikasi belah yg layan jam hari sekian usul terimakasih
Jeane Chantika Putri,1,2023-08-14 11:06:48,"Error mulu, sampe udah di uninstal masih lama load, padahal internet lancar jaya",Negatif,error mulu sampe udah di uninstal masih lama load padahal internet lancar jaya,error mulu sampe udah uninstal load internet lancar jaya,"['error', 'mulu', 'sampe', 'udah', 'uninstal', 'load', 'internet', 'lancar', 'jaya']",error mulu sampe udah uninstal load internet lancar jaya
Kelvin Uzair,1,2023-08-14 10:16:32,Aplikasi burik.. Mau top up indomaret kadang ada di metode pembayaran kadang gada.. Udah update berkali2 juga ga ada.. Ampas ampas,Negatif,aplikasi burik mau top up indomaret kadang ada di metode pembayaran kadang gada udah update berkali juga ga ada ampas ampas,aplikasi burik top up indomaret kadang metode pembayaran kadang gada udah update berkali ga ampas ampas,"['aplikasi', 'burik', 'top', 'up', 'indomaret', 'kadang', 'metode', 'pembayaran', 'kadang', 'gada', 'udah', 'update', 'berkali', 'ga', 'ampas', 'ampas']",aplikasi burik top up indomaret kadang metode bayar kadang gada udah update kali ga ampas ampas
Kharisma Zaky,1,2023-08-14 09:41:37,Hadeh padahal udah sering minta bantuan sama pihak gopay tentang masalah tidak dapat menggunakan fitur ini/tidak dapat transfer tapi tetep aja tidak ada respon sama sekali dari pihak gopay,Negatif,hadeh padahal udah sering minta bantuan sama pihak gopay tentang masalah tidak dapat menggunakan fitur initidak dapat transfer tapi tetep aja tidak ada respon sama sekali dari pihak gopay,hadeh udah bantuan gopay fitur initidak transfer tetep aja respon gopay,"['hadeh', 'udah', 'bantuan', 'gopay', 'fitur', 'initidak', 'transfer', 'tetep', 'aja', 'respon', 'gopay']",hadeh udah bantu gopay fitur initidak transfer tetep aja respon gopay
Muhammad Ariansyah,1,2023-08-14 09:38:32,"Ini kenapa yaa, saya gaa pesan gocar / goride, tiba"" ada orderan gocar / goride masuk, serem banget sih, kasian driver nya, dikira nya saya bikin orderan fiktif lagi.",Negatif,ini kenapa yaa saya gaa pesan gocar  goride tiba ada orderan gocar  goride masuk serem banget sih kasian driver nya dikira nya saya bikin orderan fiktif lagi,yaa gaa pesan gocar goride orderan gocar goride masuk serem banget sih kasian driver nya nya bikin orderan fiktif,"['yaa', 'gaa', 'pesan', 'gocar', 'goride', 'orderan', 'gocar', 'goride', 'masuk', 'serem', 'banget', 'sih', 'kasian', 'driver', 'nya', 'nya', 'bikin', 'orderan', 'fiktif']",yaa gaa pesan gocar goride order gocar goride masuk rem banget sih kasi driver nya nya bikin order fiktif
yuya kudus,1,2023-08-14 08:08:50,"Mu migrasi tpi salah tanggal lahir, mu coba lain lari blom ge masukin tanggal lahir malah keterangan salah mulu Aplikasi sekelas GOJEK tidak ada constumer service nya, gimana cara mu ngadu sesuatu yg tidak ada menu di gojek nya",Negatif,mu migrasi tpi salah tanggal lahir mu coba lain lari blom ge masukin tanggal lahir malah keterangan salah mulu aplikasi sekelas gojek tidak ada constumer service nya gimana cara mu ngadu sesuatu yg tidak ada menu di gojek nya,mu migrasi tpi salah tanggal lahir mu coba lari blom ge masukin tanggal lahir keterangan salah mulu aplikasi sekelas gojek constumer service nya gimana mu ngadu yg menu gojek nya,"['mu', 'migrasi', 'tpi', 'salah', 'tanggal', 'lahir', 'mu', 'coba', 'lari', 'blom', 'ge', 'masukin', 'tanggal', 'lahir', 'keterangan', 'salah', 'mulu', 'aplikasi', 'sekelas', 'gojek', 'constumer', 'service', 'nya', 'gimana', 'mu', 'ngadu', 'yg', 'menu', 'gojek', 'nya']",mu migrasi tpi salah tanggal lahir mu coba lari blom ge masukin tanggal lahir terang salah mulu aplikasi kelas gojek constumer service nya gimana mu ngadu yg menu gojek nya
harry marihot hutagaol,1,2023-08-14 07:35:27,"Makin Parah tiba2 tidak di berikam fasilitas paylater,udah jaga pembayaran agar tidak telat malah di hilangkan fasilitas paylaternya setelah di upgrade.sangat mengecewakan,lebih baik uninstal aplikasi saja.bintang yang menilai apa aplikasi masih layak di gunakan pelanggan.",Negatif,makin parah tiba tidak di berikam fasilitas paylaterudah jaga pembayaran agar tidak telat malah di hilangkan fasilitas paylaternya setelah di upgradesangat mengecewakanlebih baik uninstal aplikasi sajabintang yang menilai apa aplikasi masih layak di gunakan pelanggan,parah berikam fasilitas paylaterudah jaga pembayaran telat hilangkan fasilitas paylaternya upgradesangat mengecewakanlebih uninstal aplikasi sajabintang menilai aplikasi layak pelanggan,"['parah', 'berikam', 'fasilitas', 'paylaterudah', 'jaga', 'pembayaran', 'telat', 'hilangkan', 'fasilitas', 'paylaternya', 'upgradesangat', 'mengecewakanlebih', 'uninstal', 'aplikasi', 'sajabintang', 'menilai', 'aplikasi', 'layak', 'pelanggan']",parah berikam fasilitas paylaterudah jaga bayar telat hilang fasilitas paylaternya upgradesangat mengecewakanlebih uninstal aplikasi sajabintang nilai aplikasi layak langgan
Ilham Syah,1,2023-08-14 05:41:45,"Berat banget aplikasinya,loading lama,mhn di buat yg sederhana aja yg gak makan kuota banyak",Negatif,berat banget aplikasinyaloading lamamhn di buat yg sederhana aja yg gak makan kuota banyak,berat banget aplikasinyaloading lamamhn yg sederhana aja yg gak makan kuota,"['berat', 'banget', 'aplikasinyaloading', 'lamamhn', 'yg', 'sederhana', 'aja', 'yg', 'gak', 'makan', 'kuota']",berat banget aplikasinyaloading lamamhn yg sederhana aja yg gak makan kuota
Has Pradi (Ayah has),5,2023-08-14 04:41:14,"Terimakasih sebelumnya. Untuk fitur scan sidik jari masih belum maximal. Transaksi pembayaran, buka aplikasi, tanpa sandi atau sidik jari. Padahal fitur sidik jari aktif.",Positif,terimakasih sebelumnya untuk fitur scan sidik jari masih belum maximal transaksi pembayaran buka aplikasi tanpa sandi atau sidik jari padahal fitur sidik jari aktif,terimakasih fitur scan sidik jari maximal transaksi pembayaran buka aplikasi sandi sidik jari fitur sidik jari aktif,"['terimakasih', 'fitur', 'scan', 'sidik', 'jari', 'maximal', 'transaksi', 'pembayaran', 'buka', 'aplikasi', 'sandi', 'sidik', 'jari', 'fitur', 'sidik', 'jari', 'aktif']",terimakasih fitur scan sidik jari maximal transaksi bayar buka aplikasi sandi sidik jari fitur sidik jari aktif
Satriyo Harri,4,2023-08-14 03:57:16,"Kecepatan, ketepatan, kenyamanan dg mengutamakan keamanan",Positif,kecepatan ketepatan kenyamanan dg mengutamakan keamanan,kecepatan ketepatan kenyamanan dg mengutamakan keamanan,"['kecepatan', 'ketepatan', 'kenyamanan', 'dg', 'mengutamakan', 'keamanan']",cepat tepat nyaman dg utama aman
maulidta agustin,5,2023-08-14 03:56:06,"Thnks sudah membantu... Sekedar masukan, semoga map nya lebih akurat lagi untuk driver nya... kasian drivernya kadang suka gk akurat map.... Dan terus perbaiki sistem IT gojek nya...",Positif,thnks sudah membantu sekedar masukan semoga map nya lebih akurat lagi untuk driver nya kasian drivernya kadang suka gk akurat map dan terus perbaiki sistem it gojek nya,thnks membantu sekedar masukan semoga map nya akurat driver nya kasian drivernya kadang suka gk akurat map perbaiki sistem it gojek nya,"['thnks', 'membantu', 'sekedar', 'masukan', 'semoga', 'map', 'nya', 'akurat', 'driver', 'nya', 'kasian', 'drivernya', 'kadang', 'suka', 'gk', 'akurat', 'map', 'perbaiki', 'sistem', 'it', 'gojek', 'nya']",thnks bantu dar masuk moga map nya akurat driver nya kasi drivernya kadang suka gk akurat map baik sistem it gojek nya
Putri Fajar,2,2023-08-14 03:34:02,"Tiap mesen makanan, trus pindah aplikasi untuk top up saldo. Mesti harga pengiriman makanannya Naik.... Selalu begitu, alasan orderan meningkat. Dulu bener2 bersahabat dan memudahkan, belakangan suka ngecewain...",Negatif,tiap mesen makanan trus pindah aplikasi untuk top up saldo mesti harga pengiriman makanannya naik selalu begitu alasan orderan meningkat dulu bener bersahabat dan memudahkan belakangan suka ngecewain,mesen makanan trus pindah aplikasi top up saldo mesti harga pengiriman makanannya alasan orderan meningkat bener bersahabat memudahkan suka ngecewain,"['mesen', 'makanan', 'trus', 'pindah', 'aplikasi', 'top', 'up', 'saldo', 'mesti', 'harga', 'pengiriman', 'makanannya', 'alasan', 'orderan', 'meningkat', 'bener', 'bersahabat', 'memudahkan', 'suka', 'ngecewain']",mesen makan trus pindah aplikasi top up saldo mesti harga kirim makan alas order tingkat bener sahabat mudah suka ngecewain
